add-none,2,10000,40000,732390,18,-1498
add-none,2,100000,400000,6508505,16,-39653
add-none,2,1000000,4000000,53037053,13,-283638
add-none,4,100,800,177312,221,33
add-none,4,1000,8000,267265,33,-164
add-none,4,10000,80000,1421087,17,464
add-none,4,100000,800000,15019935,18,-47976
add-none,4,1000000,8000000,136108908,17,-494789
add-yield-none,1,100,200,344865,1724,0
add-yield-none,1,1000,2000,1822242,911,0
add-yield-none,1,10000,20000,15609236,780,0
add-yield-none,1,100000,200000,153116274,765,0
add-yield-none,1,1000000,2000000,1508341653,754,0
add-yield-none,2,100,400,317196,792,29
add-yield-none,2,1000,4000,1965428,491,-17
add-yield-none,2,10000,40000,18119368,452,12
add-yield-none,2,100000,400000,170980964,427,-767
add-yield-none,2,1000000,4000000,1711787068,427,-2946
add-yield-none,4,100,800,372252,465,23
add-yield-none,4,1000,8000,1977969,247,-93
add-yield-none,4,10000,80000,18132796,226,82
add-yield-none,4,100000,800000,184660940,230,-5981
add-yield-none,4,1000000,8000000,1779945794,222,-59697
add-yield-m,2,10000,40000,51760139,1294,0
add-yield-m,4,10000,80000,137730029,1721,0
add-yield-m,8,10000,160000,274532723,1715,0
add-yield-m,12,10000,240000,414831748,1728,0
add-yield-c,2,10000,40000,33555943,838,0
add-yield-c,4,10000,80000,70313404,878,0
add-yield-c,8,10000,160000,153519887,959,0
add-yield-c,12,10000,240000,242395262,1009,0
add-yield-s,2,10000,40000,34172717,854,0
add-yield-s,4,10000,80000,80092897,1001,0
add-yield-s,8,1000,16000,20030912,1251,0
add-yield-s,12,1000,24000,33666185,1402,0
add-m,1,10000,20000,824533,41,0
add-m,2,10000,40000,4041954,101,0
add-m,4,10000,80000,13067436,163,0
add-m,8,10000,160000,36583019,228,0
add-m,12,10000,240000,52421646,218,0
add-c,1,10000,20000,522820,26,0
add-c,2,10000,40000,1849865,46,0
add-c,4,10000,80000,6461043,80,0
add-c,8,10000,160000,14022679,87,0
add-c,12,10000,240000,21280582,88,0
add-s,1,10000,20000,487249,24,0
add-s,2,10000,40000,2863971,71,0
add-s,4,10000,80000,11246573,140,0
add-s,8,10000,160000,43251586,270,0
add-s,12,10000,240000,82034708,341,0
add-none,2,100,400,121005,302,0
add-none,2,1000,4000,137996,34,0
add-none,2,10000,40000,748495,18,-2184
add-none,2,100000,400000,7500597,18,-17071
add-none,4,100,800,149771,187,0
add-none,4,1000,8000,194991,24,462
add-none,4,10000,80000,1437813,17,102
add-none,4,100000,800000,15900708,19,-27057
add-none,8,100,1600,243409,152,0
add-none,8,1000,16000,404431,25,297
add-none,8,10000,160000,3026366,18,-3812
add-none,8,100000,1600000,27762925,17,-25653
add-none,12,100,2400,385616,160,0
add-none,12,1000,24000,546149,22,-840
add-none,12,10000,240000,5803791,24,-8166
add-none,12,100000,2400000,58061029,24,-72195
add-yield-none,2,10,40,115161,2879,0
add-yield-none,4,10,80,160687,2008,0
add-yield-none,8,10,160,316221,1976,8
add-yield-none,12,10,240,433200,1805,9
add-yield-none,2,20,80,119516,1493,1
add-yield-none,4,20,160,177898,1111,33
add-yield-none,8,20,320,342056,1068,69
add-yield-none,12,20,480,454261,946,120
add-yield-none,2,40,160,149565,934,0
add-yield-none,4,40,320,214365,669,37
add-yield-none,8,40,640,428710,669,63
add-yield-none,12,40,960,431769,449,112
add-yield-none,2,80,320,240942,752,0
add-yield-none,4,80,640,273686,427,76
add-yield-none,8,80,1280,393709,307,120
add-yield-none,12,80,1920,515498,268,118
add-yield-none,2,100,400,305570,763,30
add-yield-none,4,100,800,328607,410,43
add-yield-none,8,100,1600,454516,284,121
add-yield-none,12,100,2400,573987,239,200
add-yield-none,2,1000,4000,1957352,489,3
add-yield-none,4,1000,8000,1948500,243,61
add-yield-none,8,1000,16000,2082920,130,126
add-yield-none,12,1000,24000,3048520,127,-626
add-yield-none,2,10000,40000,17101954,427,20
add-yield-none,4,10000,80000,18463078,230,60
add-yield-none,8,10000,160000,18789492,117,2
add-yield-none,12,10000,240000,27222908,113,-6326
add-yield-none,2,100000,400000,182772761,456,-576
add-yield-none,4,100000,800000,186406164,233,6992
add-yield-none,8,100000,1600000,191973433,119,-3558
add-yield-none,12,100000,2400000,236654351,98,1526
add-none,1,100,200,71848,359,0
add-none,1,1000,2000,93018,46,0
add-none,1,10000,20000,289396,14,0
add-none,1,100000,200000,2191505,10,0
add-none,1,1000000,2000000,20574938,10,0
add-none,2,100,400,107181,267,0
add-none,2,1000,4000,118809,29,831
add-none,2,10000,40000,889619,22,330
add-none,2,100000,400000,6118680,15,3147
add-none,2,1000000,4000000,86618169,21,-42773
add-none,4,100,800,114605,143,0
add-none,4,1000,8000,187943,23,516
add-none,4,10000,80000,1521991,19,-39
add-none,4,100000,800000,13304780,16,-35902
add-none,4,1000000,8000000,132845223,16,-217778
add-yield-none,1,100,200,257269,1286,0
add-yield-none,1,1000,2000,1782227,891,0
add-yield-none,1,10000,20000,16643007,832,0
add-yield-none,1,100000,200000,174117826,870,0
add-yield-none,1,1000000,2000000,1619367808,809,0
add-yield-none,2,100,400,265753,664,32
add-yield-none,2,1000,4000,1820083,455,-18
add-yield-none,2,10000,40000,17296639,432,124
add-yield-none,2,100000,400000,188225323,470,-73
add-yield-none,2,1000000,4000000,1700841271,425,-18747
add-yield-none,4,100,800,329312,411,55
add-yield-none,4,1000,8000,2024389,253,74
add-yield-none,4,10000,80000,19193646,239,76
add-yield-none,4,100000,800000,180427642,225,255
add-yield-none,4,1000000,8000000,1943251396,242,-72430
add-yield-m,2,10000,40000,64873183,1621,0
add-yield-m,4,10000,80000,137560295,1719,0
add-yield-m,8,10000,160000,299591546,1872,0
add-yield-m,12,10000,240000,408400751,1701,0
add-yield-c,2,10000,40000,34750859,868,0
add-yield-c,4,10000,80000,75842241,948,0
add-yield-c,8,10000,160000,150552757,940,0
add-yield-c,12,10000,240000,235195693,979,0
add-yield-s,2,10000,40000,35992984,899,0
add-yield-s,4,10000,80000,79432557,992,0
add-yield-s,8,1000,16000,19242814,1202,0
add-yield-s,12,1000,24000,36489200,1520,0
add-m,1,10000,20000,775623,38,0
add-m,2,10000,40000,5909055,147,0
add-m,4,10000,80000,11876077,148,0
add-m,8,10000,160000,34881920,218,0
add-m,12,10000,240000,50334577,209,0
add-c,1,10000,20000,498680,24,0
add-c,2,10000,40000,3527246,88,0
add-c,4,10000,80000,7072367,88,0
add-c,8,10000,160000,15460461,96,0
add-c,12,10000,240000,29713705,123,0
add-s,1,10000,20000,404169,20,0
add-s,2,10000,40000,2491699,62,0
add-s,4,10000,80000,11088131,138,0
add-s,8,10000,160000,39099577,244,0
add-s,12,10000,240000,79829392,332,0
add-none,2,100,400,102776,256,0
add-none,2,1000,4000,139822,34,146
add-none,2,10000,40000,584670,14,431
add-none,2,100000,400000,5314295,13,-7
add-none,4,100,800,116461,145,68
add-none,4,1000,8000,203847,25,1358
add-none,4,10000,80000,1468611,18,1300
add-none,4,100000,800000,13227588,16,-40974
add-none,8,100,1600,236226,147,0
add-none,8,1000,16000,347337,21,2417
add-none,8,10000,160000,2958661,18,-1225
add-none,8,100000,1600000,28647447,17,-24454
add-none,12,100,2400,301913,125,0
add-none,12,1000,24000,609900,25,-1356
add-none,12,10000,240000,4427105,18,-13413
add-none,12,100000,2400000,43955465,18,-145237
add-yield-none,2,10,40,108911,2722,6
add-yield-none,4,10,80,131486,1643,11
add-yield-none,8,10,160,269996,1687,12
add-yield-none,12,10,240,326829,1361,30
add-yield-none,2,20,80,125631,1570,3
add-yield-none,4,20,160,144535,903,-5
add-yield-none,8,20,320,284926,890,21
add-yield-none,12,20,480,341827,712,89
add-yield-none,2,40,160,138662,866,5
add-yield-none,4,40,320,202723,633,41
add-yield-none,8,40,640,305957,478,65
add-yield-none,12,40,960,375218,390,73
add-yield-none,2,80,320,231415,723,12
add-yield-none,4,80,640,288577,450,40
add-yield-none,8,80,1280,363018,283,72
add-yield-none,12,80,1920,497916,259,117
add-yield-none,2,100,400,260051,650,9
add-yield-none,4,100,800,308819,386,45
add-yield-none,8,100,1600,406575,254,107
add-yield-none,12,100,2400,518848,216,109
add-yield-none,2,1000,4000,1776350,444,0
add-yield-none,4,1000,8000,2049766,256,53
add-yield-none,8,1000,16000,2074817,129,142
add-yield-none,12,1000,24000,3182285,132,-205
add-yield-none,2,10000,40000,17476126,436,289
add-yield-none,4,10000,80000,21446851,268,0
add-yield-none,8,10000,160000,19327793,120,-15
add-yield-none,12,10000,240000,29239155,121,-3117
add-yield-none,2,100000,400000,186640828,466,-44
add-yield-none,4,100000,800000,192574074,240,3950
add-yield-none,8,100000,1600000,195128032,121,-4308
add-yield-none,12,100000,2400000,223529448,93,-7352
add-none,1,100,200,95342,476,0
add-none,1,1000,2000,109290,54,0
add-none,1,10000,20000,309052,15,0
add-none,1,100000,200000,2123779,10,0
add-none,1,1000000,2000000,20401311,10,0
add-none,2,100,400,92372,230,0
add-none,2,1000,4000,105434,26,962
add-none,2,10000,40000,689559,17,6
add-none,2,100000,400000,6841786,17,-23529
add-none,2,1000000,4000000,63111463,15,-273140
add-none,4,100,800,141864,177,29
add-none,4,1000,8000,166344,20,1052
add-none,4,10000,80000,1516562,18,-688
add-none,4,100000,800000,14798396,18,-22171
add-none,4,1000000,8000000,122817492,15,-215605
add-yield-none,1,100,200,273504,1367,0
add-yield-none,1,1000,2000,1870026,935,0
add-yield-none,1,10000,20000,16871865,843,0
add-yield-none,1,100000,200000,175945551,879,0
add-yield-none,1,1000000,2000000,2674813226,1337,0
add-yield-none,2,100,400,390233,975,70
add-yield-none,2,1000,4000,7363777,1840,0
add-yield-none,2,10000,40000,58599697,1464,-5323
add-yield-none,2,100000,400000,261453386,653,-10726
add-yield-none,2,1000000,4000000,2889804107,722,-79115
add-yield-none,4,100,800,1582714,1978,95
add-yield-none,4,1000,8000,13547729,1693,110
add-yield-none,4,10000,80000,63701725,796,84
add-yield-none,4,100000,800000,456222444,570,4126
add-yield-none,4,1000000,8000000,3497391366,437,-453424
add-yield-m,2,10000,40000,139247519,3481,0
add-yield-m,4,10000,80000,395846295,4948,0
add-yield-m,8,10000,160000,803328804,5020,0
add-yield-m,12,10000,240000,1182071906,4925,0
add-yield-c,2,10000,40000,134481179,3362,0
add-yield-c,4,10000,80000,135547483,1694,0
add-yield-c,8,10000,160000,295864292,1849,0
add-yield-c,12,10000,240000,368256743,1534,0
add-yield-s,2,10000,40000,75288127,1882,0
add-yield-s,4,10000,80000,295581202,3694,0
add-yield-s,8,1000,16000,80538537,5033,0
add-yield-s,12,1000,24000,68153453,2839,0
add-m,1,10000,20000,1023977,51,0
add-m,2,10000,40000,30930250,773,0
add-m,4,10000,80000,52900253,661,0
add-m,8,10000,160000,65891996,411,0
add-m,12,10000,240000,176998527,737,0
add-c,1,10000,20000,475969,23,0
add-c,2,10000,40000,1577734,39,0
add-c,4,10000,80000,27547034,344,0
add-c,8,10000,160000,40117647,250,0
add-c,12,10000,240000,66661703,277,0
add-s,1,10000,20000,389736,19,0
add-s,2,10000,40000,3248035,81,0
add-s,4,10000,80000,19435287,242,0
add-s,8,10000,160000,27607869,172,0
add-s,12,10000,240000,58869342,245,0
add-none,2,100,400,116382,290,0
add-none,2,1000,4000,126070,31,0
add-none,2,10000,40000,705113,17,-1037
add-none,2,100000,400000,6477941,16,-31684
add-none,4,100,800,144841,181,0
add-none,4,1000,8000,219619,27,251
add-none,4,10000,80000,1456103,18,-3315
add-none,4,100000,800000,13693995,17,-41826
add-none,8,100,1600,267580,167,0
add-none,8,1000,16000,371184,23,1174
add-none,8,10000,160000,2790819,17,-4335
add-none,8,100000,1600000,27058239,16,-50318
add-none,12,100,2400,364035,151,0
add-none,12,1000,24000,578904,24,436
add-none,12,10000,240000,4404904,18,-1519
add-none,12,100000,2400000,40818946,17,-62684
add-yield-none,2,10,40,123354,3083,6
add-yield-none,4,10,80,146264,1828,12
add-yield-none,8,10,160,228484,1428,29
add-yield-none,12,10,240,375429,1564,28
add-yield-none,2,20,80,156580,1957,8
add-yield-none,4,20,160,183862,1149,17
add-yield-none,8,20,320,256582,801,63
add-yield-none,12,20,480,366996,764,123
add-yield-none,2,40,160,179757,1123,13
add-yield-none,4,40,320,201377,629,40
add-yield-none,8,40,640,317774,496,57
add-yield-none,12,40,960,406096,423,100
add-yield-none,2,80,320,246980,771,41
add-yield-none,4,80,640,298810,466,36
add-yield-none,8,80,1280,383914,299,61
add-yield-none,12,80,1920,501911,261,-30
add-yield-none,2,100,400,270976,677,15
add-yield-none,4,100,800,294992,368,46
add-yield-none,8,100,1600,392889,245,119
add-yield-none,12,100,2400,570761,237,209
add-yield-none,2,1000,4000,1984621,496,13
add-yield-none,4,1000,8000,1914872,239,41
add-yield-none,8,1000,16000,2096197,131,115
add-yield-none,12,1000,24000,3025350,126,150
add-yield-none,2,10000,40000,18602586,465,19
add-yield-none,4,10000,80000,18433923,230,30
add-yield-none,8,10000,160000,18348384,114,119
add-yield-none,12,10000,240000,27502623,114,-6297
add-yield-none,2,100000,400000,183241845,458,-176
add-yield-none,4,100000,800000,185346126,231,-1041
add-yield-none,8,100000,1600000,201180786,125,19236
add-yield-none,12,100000,2400000,207418315,86,-17156
add-none,1,100,200,90695,453,0
add-none,1,1000,2000,110594,55,0
add-none,1,10000,20000,280766,14,0
add-none,1,100000,200000,2166048,10,0
add-none,1,1000000,2000000,20364631,10,0
add-none,2,100,400,109246,273,0
add-none,2,1000,4000,171342,42,90
add-none,2,10000,40000,802188,20,-2571
add-none,2,100000,400000,6359874,15,-30628
add-none,2,1000000,4000000,64568403,16,-351313
add-none,4,100,800,142129,177,0
add-none,4,1000,8000,208274,26,-441
add-none,4,10000,80000,1474296,18,-3545
add-none,4,100000,800000,14493393,18,-21074
add-none,4,1000000,8000000,144462441,18,-189907
add-yield-none,1,100,200,242173,1210,0
add-yield-none,1,1000,2000,1760796,880,0
add-yield-none,1,10000,20000,17194796,859,0
add-yield-none,1,100000,200000,161846377,809,0
add-yield-none,1,1000000,2000000,1617869803,808,0
add-yield-none,2,100,400,319813,799,16
add-yield-none,2,1000,4000,1959236,489,24
add-yield-none,2,10000,40000,18911127,472,-14
add-yield-none,2,100000,400000,184103862,460,-456
add-yield-none,2,1000000,4000000,1863743736,465,-6521
add-yield-none,4,100,800,321559,401,47
add-yield-none,4,1000,8000,1971520,246,49
add-yield-none,4,10000,80000,18260432,228,-11
add-yield-none,4,100000,800000,177705361,222,-136
add-yield-none,4,1000000,8000000,1805455578,225,-26492
add-yield-m,2,10000,40000,53475066,1336,0
add-yield-m,4,10000,80000,138513495,1731,0
add-yield-m,8,10000,160000,312070724,1950,0
add-yield-m,12,10000,240000,435115106,1812,0
add-yield-c,2,10000,40000,36091425,902,0
add-yield-c,4,10000,80000,75323650,941,0
add-yield-c,8,10000,160000,154559740,965,0
add-yield-c,12,10000,240000,233131359,971,0
add-yield-s,2,10000,40000,36681773,917,0
add-yield-s,4,10000,80000,83589345,1044,0
add-yield-s,8,1000,16000,18364937,1147,0
add-yield-s,12,1000,24000,33444814,1393,0
add-m,1,10000,20000,778853,38,0
add-m,2,10000,40000,3857822,96,0
add-m,4,10000,80000,15374385,192,0
add-m,8,10000,160000,33025503,206,0
add-m,12,10000,240000,50997580,212,0
add-c,1,10000,20000,475438,23,0
add-c,2,10000,40000,2004975,50,0
add-c,4,10000,80000,6060595,75,0
add-c,8,10000,160000,12752568,79,0
add-c,12,10000,240000,18041514,75,0
add-s,1,10000,20000,411245,20,0
add-s,2,10000,40000,2687650,67,0
add-s,4,10000,80000,10837463,135,0
add-s,8,10000,160000,40675717,254,0
add-s,12,10000,240000,75265862,313,0
add-none,2,100,400,122287,305,0
add-none,2,1000,4000,138568,34,-250
add-none,2,10000,40000,860475,21,393
add-none,2,100000,400000,6333522,15,-12686
add-none,4,100,800,144449,180,0
add-none,4,1000,8000,210457,26,38
add-none,4,10000,80000,1501633,18,-229
add-none,4,100000,800000,15017187,18,-21637
add-none,8,100,1600,249719,156,0
add-none,8,1000,16000,432855,27,-273
add-none,8,10000,160000,3242141,20,-587
add-none,8,100000,1600000,27133109,16,-32261
add-none,12,100,2400,342286,142,0
add-none,12,1000,24000,551492,22,-1237
add-none,12,10000,240000,4162052,17,-10609
add-none,12,100000,2400000,41783761,17,-19226
add-yield-none,2,10,40,111648,2791,8
add-yield-none,4,10,80,161709,2021,11
add-yield-none,8,10,160,280854,1755,12
add-yield-none,12,10,240,352808,1470,31
add-yield-none,2,20,80,139559,1744,14
add-yield-none,4,20,160,183775,1148,2
add-yield-none,8,20,320,274634,858,88
add-yield-none,12,20,480,372910,776,97
add-yield-none,2,40,160,177559,1109,16
add-yield-none,4,40,320,221744,692,43
add-yield-none,8,40,640,300995,470,52
add-yield-none,12,40,960,411738,428,137
add-yield-none,2,80,320,250129,781,11
add-yield-none,4,80,640,254868,398,43
add-yield-none,8,80,1280,381767,298,72
add-yield-none,12,80,1920,531830,276,144
add-yield-none,2,100,400,289171,722,-10
add-yield-none,4,100,800,339560,424,39
add-yield-none,8,100,1600,426265,266,125
add-yield-none,12,100,2400,584776,243,20
add-yield-none,2,1000,4000,1951914,487,5
add-yield-none,4,1000,8000,1951764,243,-30
add-yield-none,8,1000,16000,2050203,128,121
add-yield-none,12,1000,24000,3240043,135,184
add-yield-none,2,10000,40000,18384113,459,20
add-yield-none,4,10000,80000,18411911,230,0
add-yield-none,8,10000,160000,18520708,115,46
add-yield-none,12,10000,240000,28708977,119,-6855
add-yield-none,2,100000,400000,186936396,467,14
add-yield-none,4,100000,800000,184874420,231,-3950
add-yield-none,8,100000,1600000,187796958,117,-2747
add-yield-none,12,100000,2400000,233782821,97,-45582
add-none,1,100,200,101480,507,0
add-none,1,1000,2000,108937,54,0
add-none,1,10000,20000,300630,15,0
add-none,1,100000,200000,2174235,10,0
add-none,1,1000000,2000000,20573203,10,0
add-none,2,100,400,94697,236,0
add-none,2,1000,4000,129187,32,0
add-none,2,10000,40000,770057,19,-2778
add-none,2,100000,400000,6188870,15,-25313
add-none,2,1000000,4000000,61784842,15,-288458
add-none,4,100,800,141442,176,0
add-none,4,1000,8000,207463,25,377
add-none,4,10000,80000,1523079,19,-3732
add-none,4,100000,800000,15338985,19,-40816
add-none,4,1000000,8000000,131885835,16,-75415
add-yield-none,1,100,200,233420,1167,0
add-yield-none,1,1000,2000,1729436,864,0
add-yield-none,1,10000,20000,16338686,816,0
add-yield-none,1,100000,200000,164724491,823,0
add-yield-none,1,1000000,2000000,1615906526,807,0
add-yield-none,2,100,400,280010,700,4
add-yield-none,2,1000,4000,2004851,501,8
add-yield-none,2,10000,40000,18499265,462,14
add-yield-none,2,100000,400000,178818805,447,-2717
add-yield-none,2,1000000,4000000,1751143556,437,-9843
add-yield-none,4,100,800,321773,402,42
add-yield-none,4,1000,8000,1956933,244,48
add-yield-none,4,10000,80000,18584354,232,19
add-yield-none,4,100000,800000,184128415,230,274
add-yield-none,4,1000000,8000000,1857645114,232,-67501
add-yield-m,2,10000,40000,58573537,1464,0
add-yield-m,4,10000,80000,112406717,1405,0
add-yield-m,8,10000,160000,290340805,1814,0
add-yield-m,12,10000,240000,449532968,1873,0
add-yield-c,2,10000,40000,34845647,871,0
add-yield-c,4,10000,80000,72147201,901,0
add-yield-c,8,10000,160000,149386875,933,0
add-yield-c,12,10000,240000,219048431,912,0
add-yield-s,2,10000,40000,37755861,943,0
add-yield-s,4,10000,80000,79665593,995,0
add-yield-s,8,1000,16000,18014609,1125,0
add-yield-s,12,1000,24000,36454173,1518,0
add-m,1,10000,20000,778534,38,0
add-m,2,10000,40000,5312094,132,0
add-m,4,10000,80000,11338083,141,0
add-m,8,10000,160000,33085073,206,0
add-m,12,10000,240000,52509341,218,0
add-c,1,10000,20000,469243,23,0
add-c,2,10000,40000,2471302,61,0
add-c,4,10000,80000,5341515,66,0
add-c,8,10000,160000,11958874,74,0
add-c,12,10000,240000,18557146,77,0
add-s,1,10000,20000,408737,20,0
add-s,2,10000,40000,1945408,48,0
add-s,4,10000,80000,11490424,143,0
add-s,8,10000,160000,40224488,251,0
add-s,12,10000,240000,88335411,368,0
add-none,2,100,400,296989,742,0
add-none,2,1000,4000,168019,42,0
add-none,2,10000,40000,996155,24,1955
add-none,2,100000,400000,9394958,23,2917
add-none,4,100,800,457155,571,0
add-none,4,1000,8000,483080,60,0
add-none,4,10000,80000,2270657,28,1022
add-none,4,100000,800000,21150576,26,-38239
add-none,8,100,1600,1116281,697,0
add-none,8,1000,16000,976127,61,0
add-none,8,10000,160000,4684443,29,1377
add-none,8,100000,1600000,41633032,26,-42042
add-none,12,100,2400,1565584,652,0
add-none,12,1000,24000,1679790,69,0
add-none,12,10000,240000,6329925,26,-3130
add-none,12,100000,2400000,61693796,25,-105774
add-yield-none,2,10,40,398489,9962,0
add-yield-none,4,10,80,426102,5326,7
add-yield-none,8,10,160,1410713,8816,21
add-yield-none,12,10,240,1567493,6531,0
add-yield-none,2,20,80,144291,1803,15
